1670.05	0	0	0	0	68.585	0	0	36.36	-11.32	-88.09	0
1670.06	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.07	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.08	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.09	0	0	0	0	68.585	0	0	36.36	-11.32	-88.06875	0
1670.1	0	0	0	0	68.585	0	0	36.36	-11.32	-88.0675	0
1670.11	0	0	0	0	68.585	0	0	36.36	-11.32	-88.06625	0
1670.12	0	0	0	0	68.585	0	0	36.36	-11.32	-88.065	0
1670.13	0	0	0	0	68.585	0	0	36.36	-11.32	-88.06375	0
1670.14	0	0	0	0	68.585	0	0	36.36	-11.32	-88.0625	0
1670.15	0	0	0	0	68.585	0	0	36.36	-11.32	-88.06125	0
1670.16	0	0	0	0	68.585	0	0	36.36	-11.32	-88.06	0
1670.17	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08727273	0
1670.18	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08632653	0
1670.19	0	0	0	0	68.585	0	0	36.36	-11.32	-88.0822449	0
1670.2	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07816327	0
1670.21	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07408163	0
1670.22	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.23	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.24	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.25	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.26	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.27	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.28	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.29	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.3	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.31	0	0	0	0	68.585	0	0	36.36	-11.32	-88.075	0
1670.32	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.33	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.34	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.35	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.36	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.37	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.38	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.39	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.4	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07375	0
1670.41	0	0	0	0	68.585	0	0	36.36	-11.32	-88.0675	0
1670.42	0	0	0	0	68.585	0	0	36.36	-11.32	-88.06125	0
1670.43	0	0	0	0	68.585	0	0	36.36	-11.32	-88.06	0
1670.44	0	0	0	0	68.585	0	0	36.36	-11.32	-88.06	0
1670.45	0	0	0	0	68.57723214	-1.294641834	5.58937935	36.36	-11.32	-88.06	0
1670.46	0	0	0	0	68.56428571	-1.294641976	5.600022863	36.36	-11.32	-88.06	0
1670.47	0	0	0	0	68.55133929	-1.294642544	5.600248206	36.36	-11.32	-88.07	0
1670.48	0	0	0	0	68.54094618	1.258680697	1.388134453	36.36	-11.32	-88.07	0
1670.49	0	0	0	0	68.55353299	1.258679987	5.447519111	36.36	-11.32	-88.07	0
1670.5	0	0	0	0	68.56611979	1.258680413	5.447598605	36.36	-11.32	-88.07	0
1670.51	0	0	0	0	68.5787066	1.258680555	5.447627437	36.36	-11.32	-88.07	0
1670.52	0	0	0	0	68.585	0	0.034245913	36.36	-11.32	-88.07	0
1670.53	0	0	0	0	68.585	0	0.000330019	36.36	-11.32	-88.07	0
1670.54	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.55	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.56	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.57	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.58	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.59	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07	0
1670.6	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07230769	0
1670.61	0	0	0	0	68.585	0	0	36.36	-11.32	-88.07487179	0
1670.62	0	0	0	0	68.585	0	0	36.36	-11.32	-88.0774359	0
1670.63	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.64	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.65	0	0	0	0	68.585	0	0	36.36	-11.32	-88.08	0
1670.66	0	0	0	0	68.585	0	0	36.358	-11.32	-88.076	0
1670.67	0	0	0	0	68.585	0	0	36.356	-11.32	-88.072	0
1670.68	0	0	0	0	68.585	0	0	36.354	-11.32	-88.068	0
1670.69	0	0	0	0	68.585	0	0	36.352	-11.32	-88.064	0
1670.7	0	0	0	0	68.585	0	0	36.35	-11.32	-88.06	0
1670.71	0	0	0	0	68.585	0	0	36.3525	-11.32	-88.0575	0
1670.72	0	0	0	0	68.585	0	0	36.355	-11.32	-88.055	0
1670.73	0	0	0	0	68.585	0	0	36.3575	-11.32	-88.0525	0
1670.74	0	0	0	0	68.585	0	0	36.36	-11.32	-88.05	0
1670.75	0	0	0	0	68.585	0	0	36.36	-11.32	-88.05	0
1670.76	0	0	0	0	68.585	0	0	36.36	-11.32	-88.05	0
1670.77	0	0	0	0	68.585	0	0	36.36	-11.32388889	-88.05388889	0
1670.78	0	0	0	0	68.585	0	0	36.36	-11.32944444	-88.05944444	0
1670.79	0	0	0	0	68.585	0	0	36.36	-11.33	-88.06	0
1670.8	0	0	0	0	68.585	0	0	36.36	-11.33	-88.06	0
1670.81	0	0	0	0	68.585	0	0	36.355	-11.32	-88.065	0
1670.82	0	0	0	0	68.585	0	0	36.35	-11.31	-88.07	0
1670.83	0	0	0	0	68.585	0	0	36.35	-11.31	-88.07	0
1670.84	0	0	0	0	68.585	0	0	36.35	-11.31	-88.07	0
1670.85	0	0	0	0	68.585	0	0	36.35	-11.31	-88.07	0
1670.86	0	0	0	0	68.585	0	0	36.35333333	-11.31	-88.07	0
1670.87	0	0	0	0	68.585	0	0	36.35666667	-11.31	-88.07	0
1670.88	0	0	0	0	68.585	0	0	36.36	-11.31	-88.07	0
1670.89	0	0	0	0	68.585	0	0	36.36	-11.31	-88.07	0
1670.9	0	0	0	0	68.585	0	0	36.36	-11.31	-88.07	0
1670.91	0	0	0	0	68.585	0	0	36.36	-11.31	-88.07	0
1670.92	0	0	0	0	68.585	0	0	36.358	-11.312	-88.072	0
1670.93	0	0	0	0	68.585	0	0	36.356	-11.314	-88.074	0
1670.94	0	0	0	0	68.585	0	0	36.354	-11.316	-88.076	0
1670.95	0	0	0	0	68.585	0	0	36.352	-11.318	-88.078	0
1670.96	0	0	0	0	68.585	0	0	36.35	-11.32	-88.08	0
1670.97	0	0	0	0	68.585	0	0	36.36	-11.31	-88.1	0
1670.98	0	0	0	0	68.585	0	0	36.36	-11.31	-88.1	0
1670.99	0	0	0	0	68.585	0	0	36.36	-11.31	-88.1	0
